# ============================================================================
# CHAOS REDUX - EVENT 006 INDEPENDENCE WAVE IDEAS REGISTRY
# ============================================================================
# Definition-only source consolidation. Original identifiers, values, and
# section order are preserved; source markers retain package provenance.
# Identical file-scoped constants are emitted once at the registry header.
# ============================================================================

# Consolidated file-scoped constants
				naval_coordination = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_ATLANTIC_NAVAL_COORDINATION
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_ATLANTIC_CONVOY_DEFENCE
			}
		}

		independence_wave_form02_integrated_union = {
			picture = independence_wave_founding_identity
			allowed = { OR = { original_tag = ICE original_tag = AKX original_tag = GZX original_tag = SCO } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_INTEGRATED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_INTEGRATED_FACTORY
				production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_INTEGRATED_EFFICIENCY
				naval_coordination = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_ATLANTIC_NAVAL_COORDINATION
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_ATLANTIC_CONVOY_DEFENCE
			}
		}

		independence_wave_form04_provisional_league = {
			picture = independence_wave_improvised_government
			allowed = { OR = { original_tag = RHI original_tag = AJX } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_PROVISIONAL_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_PROVISIONAL_CONSUMER_GOODS
			}
		}

		independence_wave_form04_coordinated_league = {
			picture = independence_wave_founding_identity
			allowed = { OR = { original_tag = RHI original_tag = AJX } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_COORDINATED_STABILITY
				production_speed_buildings_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_RHENISH_INFRASTRUCTURE
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_RHENISH_SUPPLY_CONSUMPTION
			}
		}

		independence_wave_form04_integrated_league = {
			picture = independence_wave_founding_identity
			allowed = { OR = { original_tag = RHI original_tag = AJX } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_INTEGRATED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_INTEGRATED_FACTORY
				production_speed_buildings_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_RHENISH_INFRASTRUCTURE
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_RHENISH_SUPPLY_CONSUMPTION
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_INTEGRATED_TRADE
			}
		}

		independence_wave_form01_autonomous_congress_member = {
			picture = independence_wave_recognition_campaign
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_COORDINATED_STABILITY
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_CELTIC_DEFENCE
			}
		}

		independence_wave_form02_autonomous_union_member = {
			picture = independence_wave_recognition_campaign
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				naval_coordination = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_ATLANTIC_NAVAL_COORDINATION
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_ATLANTIC_CONVOY_DEFENCE
			}
		}

		independence_wave_form04_autonomous_league_member = {
			picture = independence_wave_recognition_campaign
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_COORDINATED_STABILITY
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_FORM0124_MODIFIER_INTEGRATED_TRADE
			}
		}

		# SOURCE: 006_independence_wave_form03_ideas.txt
		independence_wave_form03_provisional_charter = {
			picture = independence_wave_form03_provisional_charter
			allowed = { OR = { original_tag = AFX original_tag = AGX } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_PROVISIONAL_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_PROVISIONAL_CONSUMER_GOODS
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_PROVISIONAL_FACTORY
			}
		}

		independence_wave_form03_charter_without_works = {
			picture = independence_wave_form03_charter_without_works
			allowed = { OR = { original_tag = AFX original_tag = AGX } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_LANGUAGE_COMPROMISE_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_LANGUAGE_COMPROMISE_CONSUMER_GOODS
			}
		}

		independence_wave_form03_industrial_directorate = {
			picture = independence_wave_form03_industrial_directorate
			allowed = { OR = { original_tag = AFX original_tag = AGX } }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_INDUSTRIAL_DIRECTORATE_FACTORY
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_INDUSTRIAL_DIRECTORATE_STABILITY
			}
		}

		independence_wave_form03_dual_compromise = {
			picture = independence_wave_form03_dual_compromise
			allowed = { OR = { original_tag = AFX original_tag = AGX } }
			allowed_civil_war = { always = yes }
			modifier = {
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_DUAL_COMPROMISE_CONSUMER_GOODS
			}
		}

		independence_wave_form03_ratified_confederation = {
			picture = independence_wave_form03_ratified_confederation
			allowed = { OR = { original_tag = AFX original_tag = AGX } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_FULL_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_FULL_CONSUMER_GOODS
				production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_FULL_EFFICIENCY_GAIN
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_FULL_TRADE
			}
		}

		independence_wave_form03_charter_rupture = {
			picture = independence_wave_form03_charter_rupture
			allowed = { OR = { original_tag = AFX original_tag = AGX } }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_RUPTURE_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_RUPTURE_CONSUMER_GOODS
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_FORM03_MODIFIER_RUPTURE_FACTORY
			}
		}

		# SOURCE: 006_independence_wave_form08_ideas.txt
		independence_wave_form08_provisional_charter = {
			picture = independence_wave_improvised_government
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = -0.05
				consumer_goods_factor = 0.03
			}
		}

		independence_wave_form08_coordinated_charter = {
			picture = independence_wave_founding_identity
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.03
				army_defence_factor = 0.05
				supply_consumption_factor = -0.05
			}
		}

		independence_wave_form08_integrated_charter = {
			picture = independence_wave_founding_identity
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.05
				industrial_capacity_factory = 0.08
				production_factory_efficiency_gain_factor = 0.05
				trade_opinion_factor = 0.10
			}
		}

		independence_wave_form08_autonomous_danube_member = {
			picture = independence_wave_recognition_campaign
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = 0.03
				trade_opinion_factor = 0.05
			}
		}

		# SOURCE: 006_independence_wave_form09_ideas.txt
		independence_wave_form09_federal_general_staff = {
			picture = independence_wave_founding_identity
			allowed = { OR = { original_tag = BBX original_tag = BAX } }
			allowed_civil_war = { always = yes }
			modifier = {
				army_org_factor = @CR_IW_FORM09_GENERAL_STAFF_ORG
				army_morale_factor = @CR_IW_FORM09_GENERAL_STAFF_RECOVERY
				supply_consumption_factor = @CR_IW_FORM09_GENERAL_STAFF_SUPPLY
			}
		}

		independence_wave_form09_autonomous_balkan_member = {
			picture = independence_wave_recognition_campaign
			allowed = { always = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_IW_FORM09_MEMBER_STABILITY
				army_defence_factor = @CR_IW_FORM09_MEMBER_DEFENCE
			}
		}

		# SOURCE: 006_independence_wave_form39_ideas.txt
		independence_wave_form39_federal_charter = {
			picture = independence_wave_league_membership
			allowed = { has_country_flag = independence_wave_form39_federal_carrier }
			modifier = {
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_FORM39_MODIFIER_CARRIER_TRADE_OPINION
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_FORM39_MODIFIER_CARRIER_SUPPLY
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_FORM39_MODIFIER_CARRIER_CONVOY
			}
		}

		independence_wave_form39_autonomous_compact = {
			picture = independence_wave_league_membership
			allowed = { has_country_flag = independence_wave_form39_autonomous_member }
			modifier = {
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_FORM39_MODIFIER_MEMBER_TRADE_OPINION
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_FORM39_MODIFIER_MEMBER_SUPPLY
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_FORM39_MODIFIER_MEMBER_CONVOY
			}
		}

		# SOURCE: 006_independence_wave_iberian_ideas.txt
		nav_contested_fueros = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = NAV }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_iberian_crisis_stability
				supply_consumption_factor = @iw_iberian_crisis_supply
				industrial_capacity_factory = @iw_iberian_crisis_factory
			}
		}
		nav_mountain_industrial_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = NAV }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_iberian_mature_stability
				supply_consumption_factor = @iw_iberian_mature_supply
				industrial_capacity_factory = @iw_iberian_mature_factory
			}
		}
		nav_constitutional_fueros = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = NAV }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.06 research_speed_factor = 0.04 trade_opinion_factor = 0.04 }
		}
		nav_workers_arsenal_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = NAV }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = 0.09 production_speed_buildings_factor = 0.07 consumer_goods_factor = -0.04 }
		}
		nav_municipal_fueros = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = NAV }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.08 war_support_factor = 0.08 recruitable_population_factor = 0.04 }
		}
		nav_frontier_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = NAV }
			allowed_civil_war = { always = yes }
			modifier = { army_defence_factor = 0.12 army_org_factor = 0.08 training_time_army_factor = -0.08 }
		}
		nav_protected_pyrenean_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = NAV }
			allowed_civil_war = { always = yes }
			modifier = { trade_opinion_factor = 0.08 stability_factor = -0.02 industrial_capacity_factory = 0.05 }
		}

		glc_contested_council = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = GLC }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_iberian_crisis_stability
				supply_consumption_factor = @iw_iberian_crisis_supply
				industrial_capacity_factory = @iw_iberian_crisis_factory
			}
		}
		glc_atlantic_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = GLC }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_iberian_mature_stability
				supply_consumption_factor = @iw_iberian_mature_supply
				industrial_capacity_factory = @iw_iberian_mature_factory
			}
		}
		glc_constitutional_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = GLC }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.06 research_speed_factor = 0.05 trade_opinion_factor = 0.05 }
		}
		glc_workers_port_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = GLC }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = 0.08 industrial_capacity_dockyard = 0.08 production_speed_buildings_factor = 0.06 consumer_goods_factor = -0.03 }
		}
		glc_municipal_atlantic_covenant = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = GLC }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.08 war_support_factor = 0.06 recruitable_population_factor = 0.04 }
		}
		glc_coastal_security_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = GLC }
			allowed_civil_war = { always = yes }
			modifier = { army_defence_factor = 0.10 navy_org_factor = 0.08 army_org_factor = 0.06 }
		}
		glc_protected_customs_mandate = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = GLC }
			allowed_civil_war = { always = yes }
			modifier = { trade_opinion_factor = 0.10 stability_factor = -0.02 industrial_capacity_factory = 0.04 }
		}

		# SOURCE: 006_independence_wave_ice_ideas.txt
		ice_exposed_north_atlantic_charter = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = ICE }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @ice_exposed_stability
				consumer_goods_factor = @ice_exposed_consumer
				convoy_escort_efficiency = @ice_exposed_convoy
			}
		}

		ice_north_atlantic_service_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = ICE }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @ice_mature_stability
				industrial_capacity_factory = @ice_mature_factory
				convoy_escort_efficiency = @ice_mature_convoy
				trade_opinion_factor = @ice_mature_trade
			}
		}

		ice_municipal_shipping_council = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = ICE }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @ice_council_pp
				research_speed_factor = @ice_council_research
				stability_factor = @ice_council_stability
			}
		}

		ice_coastwatch_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = ICE }
			allowed_civil_war = { always = yes }
			modifier = {
				army_org_factor = @ice_coastwatch_org
				naval_speed_factor = @ice_coastwatch_speed
			}
		}

		ice_north_atlantic_patron_mandate = {
			picture = independence_wave_patron_pressure
			allowed = { original_tag = ICE }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @ice_patron_factory
				trade_opinion_factor = @ice_patron_trade
			}
		}

		# SOURCE: 006_independence_wave_ideas.txt
		independence_wave_improvised_government = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_start_pp
				consumer_goods_factor = @iw_start_consumer
				production_factory_efficiency_gain_factor = @iw_start_efficiency
				production_speed_buildings_factor = @iw_start_construction
			}
		}

		independence_wave_functioning_administration = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_mitigated_pp
				consumer_goods_factor = @iw_mitigated_consumer
				production_factory_efficiency_gain_factor = @iw_mitigated_efficiency
			}
		}

		independence_wave_permanent_government = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_mature_pp
				consumer_goods_factor = @iw_mature_consumer
				production_factory_efficiency_gain_factor = @iw_mature_efficiency
			}
		}

		independence_wave_collapsed_cabinet = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_failure_pp
				consumer_goods_factor = @iw_failure_consumer
				production_factory_efficiency_gain_factor = @iw_failure_efficiency
				stability_factor = @iw_failure_stability
			}
		}

		independence_wave_independent_treasury = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				consumer_goods_factor = @iw_treasury_consumer
				production_factory_efficiency_gain_factor = @iw_treasury_efficiency
				production_speed_buildings_factor = @iw_treasury_construction
			}
		}

		independence_wave_unrecognized_state = {
			picture = independence_wave_unrecognized_state
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				trade_opinion_factor = @iw_unrecognized_trade
				opinion_gain_monthly_factor = @iw_unrecognized_opinion
				lend_lease_tension = @iw_unrecognized_lend_lease
			}
		}

		independence_wave_observed_state = {
			picture = independence_wave_unrecognized_state
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				trade_opinion_factor = @iw_observed_trade
				opinion_gain_monthly_factor = @iw_observed_opinion
			}
		}

		independence_wave_entrenched_diplomacy = {
			picture = independence_wave_unrecognized_state
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				trade_opinion_factor = @iw_entrenched_trade
				opinion_gain_monthly_factor = @iw_entrenched_opinion
			}
		}

		independence_wave_recognition_blockade = {
			picture = independence_wave_unrecognized_state
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				trade_opinion_factor = @iw_blockade_trade
				opinion_gain_monthly_factor = @iw_blockade_opinion
				stability_factor = @iw_blockade_stability
			}
		}

		independence_wave_fragmented_command = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				army_org_factor = @iw_fragmented_org
				planning_speed = @iw_fragmented_planning
				land_reinforce_rate = @iw_fragmented_reinforce
				training_time_army_factor = @iw_fragmented_training
			}
		}

		independence_wave_integrating_commands = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				army_org_factor = @iw_integrating_org
				planning_speed = @iw_integrating_planning
			}
		}

		independence_wave_professional_defense = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				army_org_factor = @iw_professional_org
				planning_speed = @iw_professional_planning
				land_reinforce_rate = @iw_professional_reinforce
			}
		}

		independence_wave_warlord_commands = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				army_org_factor = @iw_warlord_org
				supply_consumption_factor = @iw_warlord_supply
				army_attack_factor = @iw_warlord_attack
			}
		}

		independence_wave_unsettled_borders = {
			picture = independence_wave_unsettled_borders
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_border_stability
				supply_consumption_factor = @iw_border_supply
				army_defence_factor = @iw_border_defence
			}
		}

		independence_wave_border_talks = {
			picture = independence_wave_unsettled_borders
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_border_mitigated_stability
				supply_consumption_factor = @iw_border_mitigated_supply
			}
		}

		independence_wave_settled_frontier = {
			picture = independence_wave_unsettled_borders
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @iw_border_mature_defence
				dig_in_speed_factor = @iw_border_mature_dig
			}
		}

		independence_wave_permanent_border_war = {
			picture = independence_wave_unsettled_borders
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_border_failure_stability
				supply_consumption_factor = @iw_border_failure_supply
				war_support_factor = @iw_border_failure_war_support
			}
		}

		independence_wave_patron_pressure = {
			picture = independence_wave_patron_pressure
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_patron_pp
				consumer_goods_factor = @iw_patron_consumer
				production_factory_efficiency_gain_factor = @iw_patron_factory
			}
		}

		independence_wave_balanced_patronage = {
			picture = independence_wave_patron_pressure
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_patron_balanced_pp
				production_factory_efficiency_gain_factor = @iw_patron_balanced_factory
			}
		}

		independence_wave_independent_foreign_policy = {
			picture = independence_wave_patron_pressure
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_patron_independent_pp
				trade_opinion_factor = @iw_patron_independent_trade
			}
		}

		independence_wave_captured_cabinet = {
			picture = independence_wave_patron_pressure
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @iw_patron_captured_pp
				consumer_goods_factor = @iw_patron_captured_consumer
				production_factory_efficiency_gain_factor = @iw_patron_captured_factory
			}
		}

		independence_wave_post_release_instability = {
			picture = independence_wave_post_release_instability
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_instability_stability
				industrial_capacity_factory = @iw_instability_factory
				production_speed_buildings_factor = @iw_instability_construction
				supply_consumption_factor = @iw_instability_supply
			}
		}

		independence_wave_foundation_under_repair = {
			picture = independence_wave_post_release_instability
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_instability_mitigated_stability
				industrial_capacity_factory = @iw_instability_mitigated_factory
			}
		}

		independence_wave_stable_founding_settlement = {
			picture = independence_wave_post_release_instability
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_instability_settled_stability
				production_speed_buildings_factor = @iw_instability_settled_construction
			}
		}

		independence_wave_provincial_fracture = {
			picture = independence_wave_post_release_instability
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_instability_failure_stability
				industrial_capacity_factory = @iw_instability_failure_factory
				supply_consumption_factor = @iw_instability_failure_supply
			}
		}

		independence_wave_league_membership = {
			picture = independence_wave_league_membership
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				consumer_goods_factor = @iw_league_consumer
				army_defence_factor = @iw_league_defence
				trade_opinion_factor = @iw_league_trade
			}
		}

		independence_wave_league_pillar_institution = {
			picture = independence_wave_league_membership
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				consumer_goods_factor = @iw_league_mature_consumer
				army_defence_factor = @iw_league_mature_defence
				trade_opinion_factor = @iw_league_mature_trade
			}
		}

		independence_wave_discredited_league_member = {
			picture = independence_wave_league_membership
			allowed = { is_independence_wave_active_country = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @iw_league_failure_stability
				trade_opinion_factor = @iw_league_failure_trade
			}
		}

		independence_wave_identity_northern_western_europe = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { stability_factor = @iw_identity_stability political_power_gain = @iw_identity_pp }
		}
		independence_wave_identity_mediterranean_iberia = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { trade_opinion_factor = @iw_identity_trade naval_speed_factor = @iw_identity_speed }
		}
		independence_wave_identity_balkans_danube = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { army_defence_factor = @iw_identity_defence war_support_factor = @iw_identity_war_support }
		}
		independence_wave_identity_eastern_europe_western_russia = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { army_defence_factor = @iw_identity_defence supply_consumption_factor = @iw_identity_supply }
		}
		independence_wave_identity_volga_urals_siberia_far_east = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { supply_consumption_factor = @iw_identity_supply production_speed_buildings_factor = @iw_identity_construction }
		}
		independence_wave_identity_caucasus_anatolia_mesopotamia = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { army_defence_factor = @iw_identity_defence stability_factor = @iw_identity_stability }
		}
		independence_wave_identity_levant_arabia = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { trade_opinion_factor = @iw_identity_trade supply_consumption_factor = @iw_identity_supply }
		}
		independence_wave_identity_north_africa_sahara = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { army_speed_factor = @iw_identity_speed supply_consumption_factor = @iw_identity_supply }
		}
		independence_wave_identity_west_central_africa = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { political_power_gain = @iw_identity_pp production_speed_buildings_factor = @iw_identity_construction }
		}
		independence_wave_identity_east_africa_horn_great_lakes = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { army_defence_factor = @iw_identity_defence trade_opinion_factor = @iw_identity_trade }
		}
		independence_wave_identity_southern_africa_indian_ocean = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { industrial_capacity_factory = @iw_identity_factory trade_opinion_factor = @iw_identity_trade }
		}
		independence_wave_identity_south_asia_himalaya = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { army_defence_factor = @iw_identity_defence political_power_gain = @iw_identity_pp }
		}
		independence_wave_identity_southeast_east_asia_oceania = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { naval_speed_factor = @iw_identity_speed trade_opinion_factor = @iw_identity_trade }
		}
		independence_wave_identity_americas_caribbean = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_active_country = yes }
			modifier = { production_speed_buildings_factor = @iw_identity_construction war_support_factor = @iw_identity_war_support }
		}

		# SOURCE: 006_independence_wave_iw005_flanders_ideas.txt
		independence_wave_iw005_contested_civic_industrial_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = BEL }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CONTESTED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CONTESTED_FACTORY_OUTPUT
				production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CONTESTED_EFFICIENCY_GAIN
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CONTESTED_SUPPLY_CONSUMPTION
			}
		}

		independence_wave_iw005_coordinated_civic_industrial_command = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = BEL }
			allowed_civil_war = { always = yes }
			modifier = {
