"package_id","working_name","resolved_tag","automatic_pool_disposition","readiness_verdict","anchor_binding_mode","anchor_state_ids","anchor_state_names","compact_state_ids","compact_state_names","extended_state_ids","extended_state_names","reservation_group","baseline_state_ids","baseline_state_names","rebind_status","initial_owner_by_state","initial_owner_capitals","host_survival_implication","binding_reason","source_evidence","installed_state_history_files","missing_current_state_ids"
"IW-116","Zanzibar","ELX","scenario_variant_only","scenario_only_unbound","unbound","","","","","","","RG-ZANZIBAR","","Zanzibar island state, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Zanzibar island state, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-117","Kilwa restoration","EMX","high_chaos_only","disabled_no_unique_current_state","unbound","","","","","","","RG-546","546","Tanganyika, with a Kilwa coastal substate required","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The installed map has no unique Kilwa coastal state; broad Tanganyika state 546 is rejected.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-118","Maasai regional state","ENX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-546-547","546|547","Tanganyika | Kenya, only after a named local Maasai section is selected","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Maasai section; broad Tanganyika and Kenya states are not substitutes.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-119","Tigray","TIG","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","842","Tigray","842","Tigray","","","RG-HORN-HIGHLANDS-COARSE","","Tigray map group, use registered tag cores from the installed build","new_current_state_binding","842=ETH","ETH=271","ETH retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The installed map provides a unique Tigray state.","TIG installed core is state 842. Installed state history and STATE_n localisation were also checked.","842-Tigray.txt",""
"IW-120","Oromo regional federation","ORO","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-HORN-HIGHLANDS-COARSE","","Oromo regional map group, use one named regional package and registered tag cores","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Oromo regional map group, use one named regional package and registered tag cores","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-121","Zulu","EQX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","719","Natal","719","Natal","","","RG-SOUTHERN-AFRICA-COARSE","","Natal or Zululand map group, current-map state required","new_current_state_binding","719=SAF","SAF=275","SAF retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Natal is the installed Zululand map anchor.","Current state 719 is Natal. Installed state history and STATE_n localisation were also checked.","719-Natal.txt",""
"IW-122","Ndebele","ERX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-SOUTHERN-AFRICA-COARSE","","Matabeleland map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Matabeleland map group, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-123","Xhosa","ESX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-SOUTHERN-AFRICA-COARSE","","Eastern Cape or Xhosa map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Eastern Cape or Xhosa map group, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-124","Basotho","HZX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-SOUTHERN-AFRICA-COARSE","","Lesotho or Basutoland map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Lesotho or Basutoland map group, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-125","Eswatini","EUX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-SOUTHERN-AFRICA-COARSE","","Eswatini or Swaziland map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Eswatini or Swaziland map group, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-126","Barotseland","BAR","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","981","Barotseland","981","Barotseland","","","RG-SOUTHERN-AFRICA-COARSE","","Barotseland map group, use registered tag cores from the installed build","new_current_state_binding","981=ENG","ENG=126","ENG retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The installed map provides a unique Barotseland state.","BAR installed core is state 981. Installed state history and STATE_n localisation were also checked.","981 - Barotseland.txt",""
"IW-127","Herero state","EWX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-SOUTHERN-AFRICA-COARSE","","Herero central Namibian map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Herero central Namibian map group, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-128","Nama state","EXX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-SOUTHERN-AFRICA-COARSE","","Nama southern Namibian map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Nama southern Namibian map group, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-129","Ovambo state","EYX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-SOUTHERN-AFRICA-COARSE","","Ovambo northern Namibian map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Ovambo northern Namibian map group, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-130","Madagascar restoration","MAD","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","543","Madagascar","543","Madagascar","","","RG-543","543","Madagascar","unchanged_current_ids","543=FRA","FRA=16","FRA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","543-Madagascar.txt",""
"IW-131","Comoros","FAX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","708","Comoro Islands","708","Comoro Islands","","","RG-708","708","Comoro Islands","unchanged_current_ids","708=FRA","FRA=16","FRA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","708-Comoro Islands.txt",""
"IW-132","Mauritius","FBX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","707","Mauritius","707","Mauritius","","","RG-707","707","Mauritius","unchanged_current_ids","707=ENG","ENG=126","ENG retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","707-Mauritius.txt",""
"IW-133","Bengal","BAN","formable_or_route_only","route_only_bound","fixed_anchor_compact","430|431","East Bengal|West Bengal","430|431","East Bengal|West Bengal","","","RG-BENGAL-UNION","430|431","East Bengal | West Bengal, not an automatic unified release","unchanged_current_ids","430=RAJ|431=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","430-Bangladesh.txt|431-Calcutta.txt",""
"IW-134","Punjab","FDX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","choose_one_host_safe","440|986","West Punjab|East Punjab","440|986","West Punjab|East Punjab","","","RG-PUNJAB-SIKH","440","Punjab","expanded_with_current_splits","440=RAJ|986=RAJ","RAJ=439","Alternatives evaluated independently: 440=RAJ retains at least one 1936 state; 986=RAJ retains at least one 1936 state. Runtime ownership remains authoritative.","West Punjab and East Punjab are alternative host-safe anchors, not a cumulative cross-border grant.","Lahore VPs are in state 440; Amritsar VP 10729 is in state 986. Installed state history and STATE_n localisation were also checked.","440-West Punjab.txt|986 - East Punjab.txt",""
"IW-135","Sikh state","KHL","high_chaos_only","ready_high_chaos","fixed_anchor_compact","986","East Punjab","986","East Punjab","","","RG-PUNJAB-SIKH","440","Punjab, mutually exclusive with the broad Punjab package","rebound_to_current_split","986=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","East Punjab is the high-chaos Sikh anchor and is mutually exclusive with broad Punjab.","KHL installed core is state 986. Installed state history and STATE_n localisation were also checked.","986 - East Punjab.txt",""
"IW-136","Sindh","SIN","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","443","Sind","443","Sind","","","RG-443","443","Sind","unchanged_current_ids","443=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","443-Sind.txt",""
"IW-137","Balochistan","BLC","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","1012","Kalat","1012|444|988","Kalat|South Baluchistan|North Baluchistan","","","RG-NORTHWEST-SOUTH-ASIA","444|445","Baluchistan | Quetta","restructured_with_current_splits","444=RAJ|988=RAJ|1012=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Kalat anchors a compact Baloch set with South and North Baluchistan; cross-border Sistan is not automatic.","BLC installed cores include states 1012, 444, and 988; Kalat VP 8098 is in 1012 and Quetta VP 5105 is in 988. Installed state history and STATE_n localisation were also checked.","444-Baluchistan States.txt|988-Baluchistan.txt|1012-Kalat.txt",""
"IW-138","Pashtunistan","PSH","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","442","Peshawar","442|987","Peshawar|Waziristan","","","RG-NORTHWEST-SOUTH-ASIA","442","Peshawar","expanded_with_current_splits","442=RAJ|987=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Peshawar and Waziristan form the compact Pashtun set.","Installed state history and STATE_n localisation checked.","442-Peshawar.txt|987 - Waziristan.txt",""
"IW-139","Kashmir","KAS","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","441","Kashmir","441|787","Kashmir|Northern Kashmir","","","RG-NORTHWEST-SOUTH-ASIA","441","Kashmir","expanded_with_current_splits","441=RAJ|787=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Kashmir and Northern Kashmir form the compact set.","KAS installed cores are states 441 and 787. Installed state history and STATE_n localisation were also checked.","441-Kashmir.txt|787-North Kashmir.txt",""
"IW-140","Hyderabad","HYD","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","427","Hyderabad","427","Hyderabad","","","RG-SOUTH-INDIA","427","Hyderabad","unchanged_current_ids","427=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","427-Hyderabad.txt",""
"IW-141","Mysore","MYS","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","425","Mysore","425","Mysore","","","RG-SOUTH-INDIA","425","Mysore","unchanged_current_ids","425=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","425-Mysore.txt",""
"IW-142","Travancore","FLX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","982","Madras States","982","Madras States","","","RG-SOUTH-INDIA","","Travancore or southern Kerala map group, current-map state required","new_current_state_binding","982=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Kochin is in current Madras States; Travancore remains mutually exclusive within the South India reservation.","Kochin VP 1321 is in state 982. Installed state history and STATE_n localisation were also checked.","982 - Madras States.txt",""
"IW-143","Tamil state","RAS","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","982","Madras States","982","Madras States","","","RG-SOUTH-INDIA","","Tamil Nadu or Madras map group, use registered tag cores from the installed build","new_current_state_binding","982=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The registered Tamil tag's installed core identifies current Madras States; it shares the South India reservation.","RAS installed core is state 982. Installed state history and STATE_n localisation were also checked.","982 - Madras States.txt",""
"IW-144","Dravidian federation","FNX","formable_or_route_only","route_only_bound","fixed_anchor_compact","425|427","Mysore|Hyderabad","425|427","Mysore|Hyderabad","","","RG-SOUTH-INDIA","425|427","Southern Indian state group, formable only","unchanged_current_ids","425=RAJ|427=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","425-Mysore.txt|427-Hyderabad.txt",""
"IW-145","Assam","FOX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","432","Assam","432","Assam","","","RG-NORTHEAST-HIMALAYA","432","Assam","unchanged_current_ids","432=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","432-Assam.txt",""
"IW-146","Naga state","FPX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-NORTHEAST-HIMALAYA","432","Assam, with a named Naga highland substate required","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Naga highland state; broad Assam state 432 is rejected.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-147","Manipur","MPU","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","990","Manipur","990","Manipur","","","RG-NORTHEAST-HIMALAYA","","Manipur map group, use registered tag cores from the installed build","new_current_state_binding","990=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The installed map provides a unique Manipur state.","MPU installed core is state 990. Installed state history and STATE_n localisation were also checked.","990-Manipur.txt",""
"IW-148","Sikkim","SKK","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","985","Sikkim","985","Sikkim","","","RG-NORTHEAST-HIMALAYA","","Sikkim map group, use registered tag cores from the installed build","new_current_state_binding","985=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The installed map provides a unique Sikkim state.","SKK installed core is state 985. Installed state history and STATE_n localisation were also checked.","985 - Sikkim.txt",""
"IW-149","Himalayan confederation","FSX","formable_or_route_only","route_only_bound","fixed_anchor_compact","441|432","Kashmir|Assam","441|432","Kashmir|Assam","","","RG-NORTHEAST-HIMALAYA","441|432","Himalayan state group, formable only","unchanged_current_ids","432=RAJ|441=RAJ","RAJ=439","RAJ retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","432-Assam.txt|441-Kashmir.txt",""
"IW-150","Aceh","ATJ","high_chaos_only","ready_high_chaos","fixed_anchor_compact","1050","Atjeh","1050","Atjeh","","","RG-SUMATRA","672","Sumatra, with Banda Aceh as the required capital location","rebound_to_current_split","1050=INS","INS=1058","INS retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Atjeh is the current Aceh split.","Banda Aceh VP 13398 is in state 1050. Installed state history and STATE_n localisation were also checked.","1050-Ajteh.txt",""
"IW-151","Minangkabau","FUX","high_chaos_only","ready_high_chaos","fixed_anchor_compact","1048","Padang","1048","Padang","","","RG-SUMATRA","672","Sumatra, with a West Sumatra substate required","rebound_to_current_split","1048=INS","INS=1058","INS retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Padang is the current West Sumatra split.","Padang VP 10382 is in state 1048. Installed state history and STATE_n localisation were also checked.","1048-Padang.txt",""
"IW-152","Riau","FVX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","1049","Medan and Riouw","1049","Medan and Riouw","","","RG-SUMATRA","672","Sumatra, with a Riau substate required","rebound_to_current_split","1049=INS","INS=1058","INS retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Medan and Riouw is the current Riau map split.","Medan VP 4652 is in state 1049. Installed state history and STATE_n localisation were also checked.","1049-Medan and Riouw.txt",""
"IW-153","Dayak federation","POK","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-BORNEO-DAYAK","334","Kalimantan, only after a named Dayak polity is selected","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Dayak polity; broad Kalimantan state 334 is not a substitute.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-154","Bugis state","FXX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","673","Sulawesi","673","Sulawesi","","","RG-EAST-INDONESIA","673","Sulawesi, with a South Sulawesi substate required","unchanged_current_ids","673=INS","INS=1058","INS retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The current Sulawesi state contains Makassar while Manado is separately split.","Makassar VP 10263 is in state 673. Installed state history and STATE_n localisation were also checked.","673-Sulawesi.txt",""
"IW-155","Bali","BLI","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","1052","Bali","1052","Bali","","","RG-EAST-INDONESIA","667","Lesser Sunda Islands, with a Bali substate required","rebound_to_current_split","1052=INS","INS=1058","INS retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The installed map provides a unique Bali state.","Current state 1052 is Bali. Installed state history and STATE_n localisation were also checked.","1052-Bali.txt",""
"IW-156","Moluccan federation","","vanilla_route_overlay_only","overlay_nonselectable","overlay_carrier_route","668","The Moluccas","668","The Moluccas","","","RG-EAST-INDONESIA","668","The Moluccas","unchanged_current_ids","668=INS","INS=1058","INS retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","668-The Moluccas.txt",""
"IW-157","West Papua regional state","WPG","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-NEW-GUINEA","669","West Papua, only after a named people and district package is selected","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named West Papuan people and district; broad state 669 is not a substitute.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-158","Pattani","GBX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","724","Southern Siam","724","Southern Siam","","","RG-MAINLAND-SE-ASIA-COARSE","","Pattani or southern Siam map group, current-map state required","new_current_state_binding","724=SIA","SIA=1076","SIA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Southern Siam contains the Pattani-region city evidence used by the package.","Hat Yai VP 7236 and Songkhla VP 4371 are in state 724. Installed state history and STATE_n localisation were also checked.","724-Southern Siam.txt",""
"IW-159","Shan federation","GCX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","999","Federated Shan","999|993","Federated Shan|Kentung and Yawnghwe","","","RG-MAINLAND-SE-ASIA-COARSE","640","Mandalay or Shan States map group, current-map state required","rebound_to_current_split","993=BRM|999=BRM","BRM=995","BRM retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Federated Shan anchors the package, with Kentung and Yawnghwe in the compact set.","Current states 999 and 993 are dedicated Shan splits. Installed state history and STATE_n localisation were also checked.","993-Kentung and Yawnghwe.txt|999-Federated Shan States.txt",""
"IW-160","Karen state","GDX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-MAINLAND-SE-ASIA-COARSE","288","Burma, with a named Karen district package required","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Karen district; broad Magwe state 288 is rejected.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-161","Mon state","IAX","high_chaos_only","ready_high_chaos","fixed_anchor_compact","994","Tenasserim","994","Tenasserim","","","RG-MAINLAND-SE-ASIA-COARSE","288","Burma, with a Lower Burma or Mon substate required","rebound_to_current_split","994=BRM","BRM=995","BRM retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Tenasserim is the current lower-Burma coastal state containing Moulmein.","Moulmein VP 1403 is in state 994. Installed state history and STATE_n localisation were also checked.","994-Tenasserim.txt",""
"IW-162","Kachin state","IBX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","998","Sagaing","998","Sagaing","","","RG-MAINLAND-SE-ASIA-COARSE","640","Mandalay or Kachin highland map group, current-map state required","rebound_to_current_split","998=BRM","BRM=995","BRM retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Sagaing is the current northern highland state containing Myitkyina.","Myitkyina VP 4425 is in state 998. Installed state history and STATE_n localisation were also checked.","998-Sagaing.txt",""
"IW-163","Chin state","GGX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-MAINLAND-SE-ASIA-COARSE","288","Burma, with a named Chin district package required","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Chin district; broad Magwe state 288 is rejected.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-164","Arakan or Rakhine","GHX","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","997","Arakan","997","Arakan","","","RG-MAINLAND-SE-ASIA-COARSE","288","Burma, with an Arakan or Rakhine coastal substate required","rebound_to_current_split","997=BRM","BRM=995","BRM retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The installed map provides a dedicated Arakan state.","Current state 997 is Arakan. Installed state history and STATE_n localisation were also checked.","997-Arakan.txt",""
"IW-165","Wa state","GIX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-MAINLAND-SE-ASIA-COARSE","640","Shan States map group, with a Wa substate required","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The installed map has no unique Wa state; broad Mandalay state 640 is rejected.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-166","Lan Xang restoration","LAO","high_chaos_only","ready_high_chaos","fixed_anchor_compact","1069","Lan Chang","1069|670","Lan Chang|Laos","1068","Bassac","RG-LAOS-VIETNAM-HIGHLANDS","670","Laos","expanded_with_current_splits","670=FRA|1068=FRA|1069=FRA","FRA=16","FRA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Lan Chang and Laos form the compact restoration; Bassac is optional extension.","LAO installed cores include states 1069, 670, and 1068. Installed state history and STATE_n localisation were also checked.","670-Laos.txt|1068 - Bassac.txt|1069 - Lan Chang.txt",""
"IW-167","Champa restoration","CHM","high_chaos_only","ready_high_chaos","fixed_anchor_compact","286","South Annam","286","South Annam","","","RG-LAOS-VIETNAM-HIGHLANDS","671","Tonkin or central Vietnamese coastal map group, with a Champa substate required","rebound_to_current_split","286=FRA","FRA=16","FRA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","South Annam is the defensible current central Vietnamese coastal anchor for the high-chaos restoration.","Current state 286 is South Annam. Installed state history and STATE_n localisation were also checked.","286-Indochina.txt",""
"IW-168","Hmong regional state","GLX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-LAOS-VIETNAM-HIGHLANDS","670|671","Laos | Tonkin, only after a named Hmong regional package is selected","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Hmong regional package; broad Laos and Tonkin states are not substitutes.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-169","East Turkestan","GMX","high_chaos_only","ready_high_chaos","fixed_anchor_compact","617|619","Urumqi|Yarkand","617|619","Urumqi|Yarkand","","","RG-INNER-ASIA","617|619","Urumqi | Yarkand","unchanged_current_ids","617=SIK|619=SIK","SIK=617","SIK anchor contains protected capital state 617: skip/reject while protection applies; SIK retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","617-Xinjiang.txt|619-China 16.txt",""
"IW-170","Inner Mongolia","MEN","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","621|746","Suiyuan|Ordos","621|746","Suiyuan|Ordos","","","RG-INNER-ASIA","621|746","Suiyuan | Ordos","unchanged_current_ids","621=SHX|746=SHX","SHX=615","SHX retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","621-China 18.txt|746-Ordos.txt",""
"IW-171","Ryukyu","OKN","high_chaos_only","ready_high_chaos","fixed_anchor_compact","526","Okinawa","526","Okinawa","","","RG-526","526","Okinawa","unchanged_current_ids","526=JAP","JAP=282","JAP retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","526-Okinawa.txt",""
"IW-172","Ainu state","ANU","specific_community_variant_only","specific_variant_only_bound","fixed_anchor_compact","536","Hokkaido","536","Hokkaido","","","RG-HOKKAIDO-AINU","536","Hokkaido, only after a named Ainu institutional package is selected","unchanged_current_ids","536=JAP","JAP=282","JAP retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","536-Hokkaido.txt",""
"IW-173","Hawaii","HAW","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","629","Hawaii","629","Hawaii","630|631|642|727","Johnston Atoll|Midway Island|Phoenix Island|Line Islands","RG-629","629","Hawaii","expanded_with_current_splits","629=USA|630=USA|631=USA|642=USA|727=USA","USA=361","USA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Hawaii is the anchor; outlying island states remain optional extensions.","HAW installed cores include states 629, 630, 631, 642, and 727. Installed state history and STATE_n localisation were also checked.","629-Hawaii.txt|630-Johnston Atoll.txt|631-Midway Island.txt|642-Phoenix Island.txt|727-Line Islands.txt",""
"IW-174","Aotearoa Maori state","GRX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-AOTEAROA-MAORI","284|723","North Island | South Island, only after an iwi-led package is selected","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires an iwi-led Aotearoa package; whole-island states 284 and 723 are not substitutes.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
